@relation hw3_train

@attribute STATE {AL,CA,FL,MO,MN,TX,OR,MI,IL,AR,OK,GA,IN,CO,MS,LA,TN,WA,WI,MA,AZ,UT,KY,PA,KS,IA,NC,NM,SC,NV,ID,WY,NY,AK,ND,HI,MT,NE,SD,OH,CT,AP,VA,AE,AA,WV,MD,VI,ME,NH,NJ,GU,VT,RI}
@attribute DOMAIN {T2,' ',S1,U2,R2,U1,C1,T3,S2,C2,U4,R3,C3,S3,T1,U3,R1}
@attribute AGE numeric
@attribute HOMEOWNR {H,' ',U}
@attribute NUMCHLD numeric
@attribute INCOME {1,2,3,4,5,6,7}
@attribute GENDER {F,M,' ',J,U,C,A}
@attribute WEALTH1 {0,1,2,3,4,5,6,7,8,9}
@attribute HIT numeric
@attribute MBCRAFT numeric
@attribute MBGARDEN numeric
@attribute MBBOOKS numeric
@attribute MBCOLECT numeric
@attribute MAGFAML numeric
@attribute MAGFEM numeric
@attribute MAGMALE numeric
@attribute PUBGARDN numeric
@attribute PUBCULIN numeric
@attribute PUBHLTH numeric
@attribute PUBDOITY numeric
@attribute PUBNEWFN numeric
@attribute PUBPHOTO numeric
@attribute PUBOPP numeric
@attribute MAJOR {' ',X}
@attribute PEPSTRFL {X,' '}
@attribute NUMPRM12 numeric
@attribute NGIFTALL numeric
@attribute TARGET_B {0,1}

@data
TX,T2,?,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,6,0
AK,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,0
MO,S2,44,H,2,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,13,0
CA,C1,78,H,?,4,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,7,0
IL,R2,84,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,22,0
CA,R1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,11,0
NM,S1,63,H,?,5,F,9,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,' ',X,8,11,0
IL,U1,83,H,?,3,F,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,10,0
IL,T2,78,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,7,0
FL,R2,90,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,6,1
IL,U2,90,H,?,4,F,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,' ',X,9,48,0
CA,U3,70,H,?,4,U,5,34,0,0,7,0,2,0,0,3,1,5,3,4,0,0,' ',X,12,23,1
CA,S1,32,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,6,0
GA,T1,52,H,?,7,F,8,17,2,1,5,0,1,0,0,0,1,2,0,0,0,0,' ',' ',11,6,0
TX,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,3,0
KY,R1,32,H,?,4,M,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,4,0
NC,C2,58,U,?,2,F,6,10,0,0,3,0,0,0,1,1,1,2,1,0,0,0,' ',X,10,23,1
NC,R2,?,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,2,0
IL,S1,83,H,1,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,13,0
AL,T2,?,U,?,4,F,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,24,0
WI,T2,72,H,?,3,M,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,9,0
CO,C1,41,H,2,5,M,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',' ',11,1,0
CA,S1,43,H,1,6,F,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,1,1
CA,U3,54,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,11,0
IL,U2,?,U,?,1,M,1,6,1,0,1,0,1,0,0,0,0,0,0,1,0,0,' ',X,8,14,0
TX,C2,31,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,0
CA,U2,56,U,?,1,F,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,5,0
LA,R3,74,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
FL,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',5,2,0
CA,U1,41,H,?,6,M,8,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,' ',X,14,7,0
MO,R2,74,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,10,0
TX,R3,69,H,1,1,M,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,19,32,0
CA,S2,40,H,2,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,8,0
CA,S1,52,H,?,6,F,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,8,0
CA,U1,45,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,3,0
TN,R3,59,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,0
MI,U2,67,H,?,3,F,3,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,' ',' ',13,11,1
OK,C3,77,H,?,3,F,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,' ',' ',13,3,0
GA,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,7,0
CA,U1,74,H,1,3,M,8,14,0,0,1,0,1,0,0,0,0,0,0,1,0,0,' ',' ',10,5,0
ND,R2,?,U,?,2,M,3,6,0,0,1,0,0,0,0,1,0,1,1,0,0,0,' ',X,13,14,0
GA,T1,66,H,?,6,F,8,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,' ',X,13,12,0
CA,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
MN,S2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
MO,R2,49,H,3,4,M,7,17,0,2,1,1,2,0,0,0,0,1,1,0,0,0,' ',' ',14,3,0
TN,' ',48,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,2,0
FL,C2,76,H,?,1,F,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,1
GA,' ',30,U,?,2,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',22,2,0
AR,C3,58,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
MI,C1,70,H,?,2,M,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,31,10,0
TN,S3,75,H,?,3,F,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,' ',' ',12,4,1
ID,C2,83,H,?,3,M,4,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,' ',' ',12,10,0
MI,C3,43,U,?,3,M,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
OR,S2,58,U,1,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',35,6,1
WA,R2,?,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',26,6,0
HI,S2,?,H,?,6,M,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,1,0
CA,S1,68,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,1
OR,T2,73,H,?,3,F,8,21,0,0,1,0,2,1,0,1,0,2,0,1,0,4,' ',' ',8,9,1
WA,S2,78,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,0
FL,T2,80,H,?,1,M,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',12,5,0
IN,R2,46,H,1,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,20,0
MS,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
GA,T2,39,H,1,5,F,7,6,0,0,2,0,0,0,0,0,0,3,0,0,0,0,' ',' ',11,1,1
AZ,R2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,20,0
AL,' ',68,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,12,0
IL,R3,40,U,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,7,0
AR,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,13,1
OK,S2,71,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,11,0
IN,S2,80,H,?,3,F,5,33,0,0,4,1,0,0,0,1,0,1,4,5,0,4,' ',' ',13,2,0
MS,T2,70,H,?,2,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,2,0
TN,C1,75,H,?,2,M,3,30,0,0,2,2,0,2,0,1,1,1,0,0,0,0,' ',' ',11,8,0
IN,T2,70,H,?,1,F,6,10,2,0,0,0,1,0,0,0,0,0,2,2,0,1,' ',' ',6,3,0
WI,T2,35,U,?,5,F,9,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,15,0
TN,C1,47,H,1,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,11,0
WA,S1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
IA,C2,82,U,?,7,M,7,14,0,0,2,0,2,1,0,0,0,0,2,0,0,0,' ',X,7,21,1
TX,U1,57,H,?,7,F,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,6,0
WI,R3,36,H,?,2,F,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,9,19,0
MN,S1,82,H,?,3,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,7,7,1
AZ,' ',?,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,26,14,0
OR,' ',?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,8,0
FL,S2,86,U,?,2,F,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,17,0
MT,R2,?,U,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,25,23,1
CA,S2,61,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,15,0
KY,R2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,3,0
CA,U4,?,H,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',22,3,0
FL,C3,69,H,?,3,M,2,13,0,1,4,0,1,0,1,0,0,0,1,0,0,0,' ',X,15,9,0
CA,S1,40,H,?,5,M,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,7,0
FL,C1,67,H,?,5,M,5,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,' ',' ',14,2,0
NC,T1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,24,0
MS,T3,78,H,?,2,M,6,8,1,0,2,0,1,0,0,0,0,3,0,0,0,0,' ',' ',13,6,0
KS,R3,63,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,28,0
CA,U4,52,H,?,1,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,8,10,1
CO,C2,82,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',5,1,0
IL,S1,56,H,?,7,F,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,6,0
CA,U2,79,U,?,1,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,17,1
IN,R2,61,U,?,2,M,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,1,0
FL,U2,86,H,?,3,M,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,12,0
CA,C3,28,H,1,3,F,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',11,4,0
TN,T2,34,U,1,4,F,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,1,0
NC,R2,72,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,0
WI,S3,70,H,?,5,M,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,' ',' ',11,1,0
NC,T2,59,U,2,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,9,0
TN,T3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
CA,' ',74,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,21,0
OK,S1,46,H,?,6,F,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,1,0
TX,C2,84,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,0
TN,T2,?,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,6,0
TX,C1,46,H,1,4,F,6,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,' ',' ',12,7,0
CA,S1,78,H,?,7,F,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,9,15,1
CA,T1,52,H,?,5,F,7,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',X,12,15,0
CA,U2,70,' ',?,6,M,6,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,' ',X,14,3,1
IL,S1,?,U,?,6,F,9,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
LA,R3,36,U,1,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,14,0
AZ,C2,84,U,?,5,M,7,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,' ',X,12,22,0
IL,S1,66,H,?,4,M,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,14,18,0
CA,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,11,1
CO,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,2,0
CA,U1,76,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,7,1
CO,C2,84,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,0
FL,R2,79,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,5,41,0
FL,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,14,0
IL,S1,84,H,?,5,F,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,17,0
OK,C1,88,H,?,7,F,8,15,0,0,3,0,1,0,0,0,0,0,0,1,0,3,' ',X,12,8,0
MN,R2,62,U,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,19,0
WA,T2,55,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,5,0
CA,T3,52,' ',?,3,M,1,16,0,0,1,0,1,1,0,0,0,1,0,0,0,3,' ',' ',13,7,1
MI,' ',70,U,?,1,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',16,4,0
MN,C1,47,H,?,7,M,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,21,1
AZ,S1,38,H,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,0
ND,R3,71,U,?,3,F,1,8,0,0,2,0,0,0,0,0,0,3,0,2,0,0,' ',X,12,10,0
CA,S1,46,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
WA,R2,?,H,?,5,U,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,' ',' ',13,4,0
CA,T2,52,H,?,4,F,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,' ',X,13,10,1
TX,R2,75,H,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,12,0
WA,R2,64,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,9,0
IA,C2,90,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,17,0
CA,U3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
FL,U1,56,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,7,1
LA,S2,66,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,0
AR,T2,?,U,1,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,9,0
GA,C3,64,H,?,1,M,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
TX,C1,56,H,1,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,3,0
CA,S1,39,H,4,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,5,0
OK,R2,69,H,?,3,F,0,10,1,0,2,0,2,0,0,0,0,2,0,0,0,0,' ',X,13,13,1
CA,S1,64,H,?,7,M,9,8,0,0,2,0,2,0,0,0,0,0,0,1,0,0,' ',' ',17,10,0
WA,R2,52,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,6,0
FL,S2,32,H,?,5,M,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,4,0
CA,' ',?,H,?,3,F,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
CO,S1,94,U,?,2,F,3,15,0,0,2,0,1,0,0,0,1,1,0,2,0,0,' ',' ',10,1,0
FL,C2,75,H,?,2,F,3,5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,' ',X,12,5,0
AK,T2,40,U,4,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,0
MN,S1,78,H,?,5,M,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',13,12,0
FL,U3,29,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',17,6,0
MN,R3,75,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,12,0
AZ,C1,?,U,?,5,F,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
CA,C1,39,H,1,5,F,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,4,0
WI,U4,41,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,7,0
FL,C2,34,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,0
TX,S1,38,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,8,0
NC,C1,41,H,?,7,M,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,' ',X,14,16,0
IA,R2,44,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,3,0
CA,S3,48,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,6,0
IA,S1,76,H,?,5,F,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,24,16,1
WI,C3,?,H,?,4,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,20,0
GA,T1,42,H,?,6,F,9,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,' ',' ',10,1,0
WA,R2,89,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,11,0
GA,R2,64,H,?,4,F,6,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,' ',' ',14,5,0
FL,C3,56,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,3,0
TX,T2,46,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,13,0
TX,R2,34,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,11,0
IL,R3,78,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,1
MI,R2,79,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,13,0
AZ,C2,89,U,?,4,F,4,17,0,0,0,0,2,0,1,0,0,0,0,0,0,0,' ',X,12,18,0
MO,R1,48,H,1,4,M,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',9,2,0
AZ,' ',61,H,?,5,F,4,13,0,0,1,0,0,1,0,0,0,3,0,0,0,0,' ',X,12,7,1
FL,S3,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,1
WA,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,33,0
TX,R3,34,U,?,1,F,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
TN,C1,?,H,?,6,F,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',14,4,1
FL,R1,78,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
IN,T2,50,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,14,0
FL,C2,87,H,?,2,F,8,23,0,0,6,0,2,1,0,0,2,2,0,2,0,0,' ',X,11,12,1
GA,R2,?,U,?,4,M,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,6,0
AL,T2,70,H,?,3,F,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,16,12,1
CA,R3,74,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,16,0
NC,R2,?,' ',?,3,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',7,5,1
FL,T2,81,H,?,5,M,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,' ',X,28,12,1
CA,S2,69,H,1,2,F,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,7,0
MI,T2,66,H,?,2,F,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,' ',' ',14,6,0
CA,T2,83,H,?,2,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,9,0
KY,T2,60,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,14,0
IL,U3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,1,1
NM,T3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,18,1
IL,T3,?,H,?,2,F,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,' ',X,7,19,1
IL,C1,44,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,0
WY,T3,84,H,?,7,M,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',X,14,25,0
AL,C2,54,H,?,5,F,7,11,0,0,5,0,0,0,0,0,1,4,0,0,0,0,' ',' ',10,3,0
WA,T2,56,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,11,0
GA,R2,?,U,?,4,F,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',X,14,33,1
TX,C1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,9,1
MI,U3,68,H,1,4,M,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',' ',12,8,0
IN,U4,58,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,0
IA,R2,38,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
WA,T2,84,H,?,6,M,4,14,1,0,1,1,2,1,0,0,0,0,0,0,0,0,' ',' ',12,2,0
AR,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,14,0
NC,R2,34,H,?,4,M,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,11,0
WI,C1,51,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,10,1
GA,T1,?,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,7,1
TX,S3,?,H,?,3,M,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,23,1
NM,R2,61,U,?,2,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
WA,C1,83,H,?,5,F,9,11,0,0,1,0,0,1,0,0,0,2,0,2,0,0,' ',' ',10,2,0
GA,R3,?,U,?,5,M,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,4,0
OR,S1,77,H,?,7,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,5,0
IA,R2,40,U,1,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,7,0
TX,S2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,1,0
CA,C2,65,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,7,0
GA,T2,76,H,?,7,M,8,14,0,0,2,0,0,1,0,1,0,4,0,0,0,0,' ',X,12,16,1
FL,C3,64,H,?,4,F,5,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,' ',X,30,13,0
WI,T2,50,U,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,6,0
FL,C2,82,H,1,2,M,5,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,' ',' ',15,5,0
TX,T2,56,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
