@relation churn2_train

@attribute COLLEGE {zero,one}
@attribute INCOME numeric
@attribute OVERAGE numeric
@attribute LEFTOVER numeric
@attribute HOUSE numeric
@attribute HANDSET_PRICE numeric
@attribute OVER_15MINS_CALLS_PER_MONTH numeric
@attribute AVERAGE_CALL_DURATION numeric
@attribute REPORTED_SATISFACTION {very_unsat,unsat,very_sat,sat,avg}
@attribute REPORTED_USAGE_LEVEL {very_little,high,little,avg,very_high}
@attribute CONSIDERING_CHANGE_OF_PLAN {actively_looking_into_it,considering,no,perhaps,never_thought}
@attribute PROFITABILITY numeric
@attribute LEAVE {LEAVE,STAY}

@data
zero,53631,182,41,350513,256,21,2,unsat,high,actively_looking_into_it,2.72,STAY
one,30018,70,61,806674,149,4,1,very_unsat,little,actively_looking_into_it,3.7,LEAVE
zero,98910,219,39,563789,290,28,4,unsat,very_little,considering,2.84,LEAVE
zero,159596,268,88,351483,518,17,1,very_sat,very_little,considering,3,LEAVE
one,71938,68,41,364857,315,4,1,very_unsat,very_little,actively_looking_into_it,7.11,LEAVE
zero,25354,176,16,509915,161,19,6,very_unsat,very_little,perhaps,4.23,LEAVE
one,40011,0,0,288814,202,1,13,unsat,little,considering,3.34,STAY
zero,94126,0,6,540413,792,0,6,very_sat,little,considering,2.55,LEAVE
one,52711,0,62,807007,385,0,1,unsat,little,considering,6.2,STAY
one,60853,193,65,589931,311,10,2,very_sat,little,considering,3.58,LEAVE
zero,69085,71,0,721796,327,4,11,very_unsat,very_little,considering,6.33,STAY
one,99576,63,0,152727,280,4,14,avg,very_high,no,4.12,LEAVE
one,127672,58,0,803701,657,5,15,very_unsat,little,considering,3.57,LEAVE
one,20680,50,0,737849,188,3,8,very_sat,little,considering,5.09,LEAVE
zero,109292,65,8,452452,895,4,4,unsat,very_high,considering,3.03,LEAVE
zero,28522,53,20,278901,181,5,5,very_unsat,very_little,considering,3.37,STAY
one,46158,52,0,331350,141,4,9,very_unsat,little,considering,5.87,STAY
one,147757,0,24,913327,530,0,6,very_sat,very_high,considering,4.38,STAY
zero,62780,212,0,862993,177,1,15,very_sat,little,considering,6.23,STAY
one,94290,30,57,400975,336,4,1,very_sat,very_high,considering,4.73,LEAVE
zero,159334,67,9,286790,223,4,6,very_unsat,little,considering,1.39,STAY
zero,95218,0,43,669583,143,1,2,unsat,very_little,never_thought,5.92,STAY
zero,42686,0,18,163861,147,1,6,very_unsat,little,actively_looking_into_it,3.38,LEAVE
zero,59773,45,26,215792,326,3,1,very_unsat,little,perhaps,5.54,LEAVE
zero,111132,229,73,573756,466,24,1,unsat,very_high,no,3.29,LEAVE
zero,24065,200,0,461028,396,23,14,very_sat,little,no,4.21,LEAVE
one,50105,187,81,920794,282,18,1,unsat,little,actively_looking_into_it,5.96,STAY
one,29086,205,6,290234,196,19,6,very_sat,little,never_thought,2.94,LEAVE
one,21941,137,0,740558,131,19,13,very_sat,little,actively_looking_into_it,7.03,STAY
zero,88209,0,21,818114,253,1,6,very_unsat,little,never_thought,5.96,STAY
one,83395,61,0,180340,290,3,10,very_sat,high,considering,4.18,LEAVE
one,115612,0,25,196484,768,1,4,very_unsat,very_high,considering,4.21,LEAVE
zero,64023,0,63,999735,304,0,1,unsat,very_little,actively_looking_into_it,5.62,STAY
zero,96783,0,23,538371,337,0,6,avg,high,considering,4.27,LEAVE
zero,103748,186,11,286670,861,12,6,very_unsat,little,considering,3.71,LEAVE
zero,51095,0,30,817905,384,0,1,very_unsat,very_little,never_thought,6.66,STAY
zero,23545,210,57,686346,201,18,2,very_unsat,very_little,considering,6.08,STAY
one,33893,76,0,787541,173,3,8,very_unsat,very_little,considering,6.25,STAY
zero,98546,60,0,275373,293,5,2,very_unsat,little,never_thought,4,STAY
zero,148376,178,18,271069,336,18,4,very_sat,little,considering,2.25,LEAVE
zero,99627,224,0,317521,326,17,14,unsat,very_little,no,3.97,LEAVE
one,154071,0,12,525355,412,1,5,very_unsat,very_little,considering,3.4,LEAVE
zero,20684,0,23,421413,178,0,4,unsat,very_high,actively_looking_into_it,3.48,LEAVE
one,159385,30,0,169822,504,3,9,very_unsat,very_little,no,3.61,LEAVE
one,24267,0,0,164474,248,0,14,very_unsat,very_little,actively_looking_into_it,3.3,STAY
zero,83802,75,18,235754,365,5,5,very_unsat,very_little,actively_looking_into_it,2.93,LEAVE
zero,123240,0,77,496796,814,1,1,very_unsat,little,considering,6.97,STAY
zero,82185,53,19,277678,369,5,13,very_sat,little,actively_looking_into_it,4.62,STAY
zero,58187,249,28,639258,254,5,1,very_sat,very_high,considering,5.72,STAY
zero,119147,0,0,865479,505,1,10,very_sat,very_high,actively_looking_into_it,4.38,LEAVE
one,45187,218,0,175613,198,24,10,unsat,very_little,perhaps,3.91,LEAVE
zero,78801,73,22,288465,393,5,6,very_unsat,high,considering,3.49,STAY
zero,115459,54,64,264028,572,5,1,very_sat,very_high,considering,6.72,STAY
one,44250,225,53,302261,177,11,2,very_unsat,avg,no,2.96,LEAVE
one,42090,68,74,330494,162,3,1,sat,very_little,actively_looking_into_it,5.74,STAY
zero,63344,0,46,232777,391,29,1,very_unsat,high,considering,6.28,LEAVE
one,87356,52,0,536608,353,24,10,very_unsat,little,never_thought,4.04,LEAVE
zero,79432,176,0,527992,360,16,14,unsat,very_high,no,3.39,LEAVE
one,37117,0,13,759102,234,15,5,very_sat,very_high,considering,5.88,LEAVE
zero,58484,0,0,305546,330,1,10,very_sat,little,no,3.49,LEAVE
one,151642,0,72,506462,823,1,2,very_unsat,very_little,actively_looking_into_it,6.2,STAY
one,36432,0,88,736287,246,0,2,unsat,little,actively_looking_into_it,5.22,LEAVE
one,39047,48,17,479477,225,3,5,very_unsat,little,perhaps,2.4,LEAVE
zero,59529,185,0,817732,782,11,13,very_unsat,very_little,no,6.12,STAY
one,92650,49,15,432063,350,4,4,very_unsat,very_high,actively_looking_into_it,3.54,LEAVE
one,64505,205,65,611916,295,23,2,very_unsat,very_high,considering,6.87,LEAVE
one,29728,0,0,482890,331,0,13,very_unsat,very_high,actively_looking_into_it,3.81,STAY
zero,159378,58,0,414240,472,4,12,very_sat,very_high,never_thought,2.93,STAY
zero,139135,61,37,247008,803,3,2,unsat,very_little,no,7.33,LEAVE
one,75296,82,58,437073,372,5,2,very_unsat,very_high,considering,5.02,LEAVE
one,63861,233,19,317557,819,16,6,very_unsat,very_high,actively_looking_into_it,3.02,LEAVE
zero,49770,231,0,559589,334,21,11,unsat,avg,no,3.19,LEAVE
one,77512,54,23,608244,269,3,6,very_sat,little,actively_looking_into_it,6.14,STAY
zero,68041,213,0,374377,328,17,8,very_sat,avg,never_thought,1.64,LEAVE
zero,43908,60,41,997621,233,5,2,very_unsat,very_little,considering,6.04,LEAVE
zero,154491,0,60,875045,564,1,2,very_unsat,very_little,considering,6.09,LEAVE
one,155954,0,12,543697,702,1,5,sat,very_high,never_thought,4.85,LEAVE
one,109276,0,0,314617,183,0,11,very_sat,avg,actively_looking_into_it,3.44,LEAVE
zero,110856,76,89,653386,768,5,2,very_sat,very_little,actively_looking_into_it,5.18,LEAVE
one,100550,0,23,836547,659,0,4,very_sat,very_little,never_thought,5.15,STAY
one,55628,0,0,165060,324,0,10,very_unsat,very_little,considering,3.57,LEAVE
one,110710,210,21,502441,532,22,6,unsat,little,actively_looking_into_it,3.72,LEAVE
one,60641,71,0,596850,840,5,11,very_unsat,very_high,no,2.61,STAY
one,105696,57,18,278638,535,3,8,very_sat,very_high,no,4.45,LEAVE
one,92590,42,70,447263,264,4,9,very_unsat,little,actively_looking_into_it,7.12,STAY
one,50031,0,80,634266,334,0,2,very_unsat,high,perhaps,6.29,STAY
one,97550,163,20,557170,481,10,5,very_sat,little,actively_looking_into_it,1.98,LEAVE
zero,77124,0,17,827096,359,0,5,very_sat,avg,no,6.13,STAY
one,31687,0,54,162817,195,0,2,very_sat,high,actively_looking_into_it,4.9,LEAVE
one,55224,0,27,465790,338,0,1,avg,high,no,4.57,LEAVE
one,122998,211,18,161118,769,13,5,very_unsat,little,considering,4.32,LEAVE
zero,119287,0,0,162316,572,1,10,avg,very_little,considering,2.82,LEAVE
one,22563,0,0,916221,231,1,9,sat,little,considering,6.5,STAY
zero,23178,0,47,584430,720,0,2,very_unsat,very_high,considering,4.42,LEAVE
zero,37343,277,6,285438,191,29,4,unsat,very_high,no,2.65,LEAVE
one,33465,0,12,355415,233,0,5,unsat,very_little,considering,4.15,STAY
one,37041,0,14,397566,245,1,6,very_unsat,very_little,actively_looking_into_it,3.19,STAY
one,36861,0,0,431532,132,1,8,sat,high,no,4.55,LEAVE
one,65097,176,26,832838,318,19,4,unsat,very_little,no,3.74,LEAVE
one,44486,66,31,968639,214,4,2,unsat,very_little,actively_looking_into_it,6.59,STAY
one,126528,46,17,186414,241,1,6,unsat,high,considering,4.45,LEAVE
zero,152422,231,16,248170,882,10,5,unsat,very_high,considering,5.22,STAY
one,124958,168,20,659622,586,29,4,very_sat,high,no,5.38,STAY
zero,92586,71,76,617497,202,5,1,very_sat,very_high,never_thought,5.43,STAY
one,96830,254,10,440590,366,26,4,very_unsat,very_little,actively_looking_into_it,3.76,LEAVE
one,148974,59,0,559021,350,3,9,very_unsat,little,considering,3.94,STAY
one,30708,215,28,505943,263,1,2,unsat,very_high,no,2.15,STAY
zero,84942,209,31,291846,306,21,2,very_sat,very_little,no,5.15,LEAVE
one,69998,0,80,266842,295,0,2,very_unsat,little,perhaps,5.85,LEAVE
zero,72250,258,17,219385,252,19,5,very_unsat,little,never_thought,2.1,LEAVE
one,79622,0,22,337174,355,0,11,unsat,little,no,2.63,LEAVE
zero,32600,257,0,250242,619,12,14,sat,very_high,perhaps,3.03,LEAVE
one,108605,210,0,492449,591,22,10,very_unsat,little,never_thought,3.22,LEAVE
one,83211,42,0,205875,309,27,13,unsat,little,no,3.54,STAY
one,26871,41,81,297838,185,3,2,very_unsat,little,perhaps,6.73,STAY
zero,40475,209,7,161269,464,15,5,very_sat,very_little,considering,4.92,STAY
zero,72932,35,0,745192,291,5,10,very_unsat,very_little,considering,6.16,STAY
one,125780,227,18,240034,674,15,5,very_unsat,very_little,no,3.78,STAY
one,26600,0,0,654476,839,0,13,very_sat,very_high,perhaps,5.92,STAY
zero,87575,0,0,313217,295,0,4,unsat,very_little,no,4.56,STAY
one,84428,0,6,231265,315,1,5,very_sat,very_high,considering,2.89,LEAVE
one,78746,272,0,489092,257,11,14,very_unsat,very_high,actively_looking_into_it,3.03,LEAVE
one,131738,54,48,253754,620,3,2,very_unsat,very_little,considering,5.3,LEAVE
one,151874,0,30,642591,479,1,14,very_unsat,high,no,5.77,LEAVE
one,147428,56,17,309158,429,4,1,very_unsat,very_little,considering,4.69,STAY
zero,63133,37,0,544406,286,4,13,very_sat,little,considering,6.38,STAY
one,61997,52,38,209037,395,5,1,very_sat,very_little,considering,6.59,STAY
one,59128,0,24,930114,349,1,6,very_sat,high,perhaps,4.37,STAY
zero,92825,0,13,582924,388,0,4,very_sat,very_high,considering,1.28,LEAVE
zero,38920,0,24,287055,205,1,6,very_sat,avg,considering,4.5,STAY
zero,121693,48,73,847029,607,5,1,very_unsat,little,considering,6.94,LEAVE
one,31908,0,0,905858,218,1,12,unsat,very_high,considering,6.52,STAY
one,99209,0,23,375165,375,0,6,very_sat,avg,considering,3.96,STAY
one,37808,0,52,624240,225,1,2,unsat,little,considering,5.39,STAY
zero,42906,42,10,639599,238,4,6,very_unsat,little,considering,5.28,STAY
zero,50529,0,0,925218,261,0,10,unsat,avg,considering,5.2,STAY
zero,108707,0,54,745269,446,0,1,unsat,very_little,considering,6.35,LEAVE
one,51312,192,54,434423,329,25,1,avg,little,no,2.68,LEAVE
zero,26747,58,0,966886,194,5,11,unsat,very_high,considering,7.1,STAY
one,86427,208,75,917196,317,18,1,very_unsat,little,actively_looking_into_it,6.45,LEAVE
one,90434,225,0,179196,323,28,4,avg,little,actively_looking_into_it,1.54,LEAVE
zero,148552,160,0,817054,424,17,14,very_sat,very_high,considering,3.93,LEAVE
zero,103880,167,23,775934,409,17,6,sat,little,no,2.72,LEAVE
zero,27981,152,7,277157,174,25,4,very_unsat,little,considering,4.3,LEAVE
one,67283,42,55,501549,391,5,2,very_unsat,little,actively_looking_into_it,4.6,LEAVE
zero,73209,172,0,620231,187,27,8,avg,little,considering,6.54,STAY
zero,45395,93,7,409017,217,28,1,very_sat,high,considering,4.15,STAY
one,84376,0,14,199614,251,0,11,very_sat,little,no,5.24,STAY
zero,120701,65,0,361388,661,3,5,unsat,little,never_thought,5.25,STAY
zero,76600,0,17,487656,335,1,4,very_sat,little,considering,3.31,STAY
one,144127,0,87,340362,477,0,2,avg,little,never_thought,6.91,LEAVE
one,63736,148,0,574779,295,15,15,avg,very_little,never_thought,3.64,LEAVE
one,149601,212,23,202248,802,5,2,very_sat,very_high,considering,4.38,LEAVE
one,101155,0,12,288001,519,19,6,very_sat,little,actively_looking_into_it,2.52,LEAVE
one,88508,219,70,239173,351,23,2,very_unsat,very_little,actively_looking_into_it,4.03,STAY
zero,100631,217,22,709137,531,11,5,sat,avg,actively_looking_into_it,3.14,LEAVE
zero,74760,215,5,591133,297,21,5,unsat,very_little,considering,3.57,STAY
zero,127818,78,88,466889,892,1,1,unsat,little,actively_looking_into_it,7.38,LEAVE
zero,103143,51,42,229941,717,0,1,very_sat,little,considering,6.76,LEAVE
one,22217,167,24,220059,160,26,4,unsat,avg,considering,3.24,LEAVE
one,145867,0,21,757581,669,1,5,unsat,avg,considering,2.86,LEAVE
one,36609,67,16,911163,142,3,5,very_unsat,very_high,no,6,STAY
zero,55535,53,0,573329,331,3,12,very_sat,high,no,3.21,STAY
one,110947,0,75,350398,709,1,1,avg,high,considering,5.02,LEAVE
one,35684,63,0,225360,149,4,10,very_unsat,little,actively_looking_into_it,2.13,LEAVE
one,119342,64,21,266915,568,3,6,very_sat,little,no,3.4,LEAVE
one,119193,254,0,252077,136,1,9,very_unsat,very_high,considering,3.74,STAY
one,139312,0,22,524306,634,0,1,sat,very_high,no,2.84,STAY
zero,86846,43,86,442282,391,5,1,unsat,high,considering,6.1,STAY
zero,20257,71,60,492153,241,5,1,avg,little,actively_looking_into_it,5.63,LEAVE
zero,129083,80,47,674768,690,5,2,very_unsat,high,considering,6.12,STAY
one,37918,0,72,763886,169,0,2,very_unsat,high,actively_looking_into_it,4.61,LEAVE
zero,79619,59,17,157154,268,1,4,unsat,avg,actively_looking_into_it,2.03,LEAVE
zero,107589,184,0,537996,611,14,1,very_sat,very_little,no,3.84,LEAVE
one,113394,0,9,512342,893,1,6,unsat,very_high,considering,3.59,STAY
zero,83706,61,16,661854,365,3,5,very_sat,very_little,considering,6.58,STAY
zero,83097,0,8,173436,339,1,4,unsat,little,no,2.65,STAY
zero,48183,267,0,313272,140,1,11,very_sat,very_high,considering,4.4,LEAVE
zero,122185,157,0,666263,694,12,11,very_unsat,very_high,actively_looking_into_it,3.08,LEAVE
one,96021,0,0,779834,308,0,12,unsat,very_little,considering,4.9,LEAVE
zero,86736,0,27,852304,369,0,2,very_unsat,little,considering,6.72,STAY
zero,143328,0,70,226571,565,1,1,very_unsat,very_little,actively_looking_into_it,4.95,LEAVE
one,78262,56,5,280287,242,4,4,very_sat,very_little,perhaps,4.86,LEAVE
zero,53484,0,34,868470,301,0,1,very_unsat,very_high,no,5.4,STAY
zero,102344,68,63,227632,162,4,2,very_sat,little,actively_looking_into_it,5.84,STAY
zero,96499,177,9,511733,375,23,5,very_unsat,little,actively_looking_into_it,2.77,STAY
one,43257,87,0,966567,149,4,15,very_sat,avg,considering,5.19,STAY
zero,24224,0,88,214662,143,1,2,unsat,very_high,considering,5.53,STAY
one,46876,0,20,282364,225,1,4,unsat,little,actively_looking_into_it,5.42,STAY
one,101165,60,54,169869,404,3,1,very_unsat,high,considering,6.75,LEAVE
one,128635,71,0,575469,851,14,13,unsat,high,no,2.88,LEAVE
zero,69992,172,23,363051,307,25,4,unsat,little,considering,3.15,LEAVE
one,69862,0,13,219164,319,5,6,sat,very_high,actively_looking_into_it,3.24,STAY
one,42534,0,49,378816,178,1,2,unsat,little,actively_looking_into_it,6.58,LEAVE
zero,133330,26,12,500484,655,5,15,very_unsat,little,considering,2.58,STAY
one,71083,162,0,497327,352,19,15,very_sat,very_little,actively_looking_into_it,4.2,LEAVE
zero,62537,62,23,678369,351,5,4,very_unsat,high,actively_looking_into_it,5.79,STAY
one,141576,164,19,796800,717,24,6,unsat,very_high,no,3.03,LEAVE
zero,47183,210,0,174343,233,0,12,very_unsat,very_high,considering,4.15,LEAVE
zero,144784,42,21,327481,435,3,6,very_sat,little,considering,3.41,LEAVE
one,94422,0,69,298273,259,0,1,very_sat,little,no,5.7,LEAVE
zero,26380,0,0,778857,161,0,8,very_sat,very_high,no,5.06,STAY
zero,31768,59,17,277484,182,5,6,very_unsat,very_little,considering,2.82,LEAVE
zero,40612,64,76,975774,159,3,1,very_unsat,little,actively_looking_into_it,6.83,STAY
zero,66104,0,0,423181,338,1,10,very_unsat,little,perhaps,3.87,STAY
zero,37410,221,0,497652,210,15,11,very_unsat,high,actively_looking_into_it,2.48,LEAVE
one,128566,0,0,479640,886,1,9,very_unsat,high,actively_looking_into_it,2.45,LEAVE
zero,157543,57,23,586985,820,3,4,very_sat,very_little,actively_looking_into_it,4.79,LEAVE
one,133371,45,0,205366,565,5,15,very_unsat,little,perhaps,3.65,LEAVE
one,129407,133,21,765828,428,27,4,very_unsat,little,actively_looking_into_it,5.02,LEAVE
one,47025,0,0,215438,206,0,8,very_unsat,avg,actively_looking_into_it,2.8,LEAVE
zero,50687,177,0,426960,877,14,12,unsat,little,actively_looking_into_it,5.18,LEAVE
zero,87985,36,0,268733,607,3,11,very_unsat,little,actively_looking_into_it,2.74,LEAVE
zero,23072,69,83,689668,214,4,1,very_unsat,very_high,actively_looking_into_it,4.84,STAY
one,35659,223,84,556282,181,5,2,avg,little,actively_looking_into_it,3.27,LEAVE
one,57991,65,0,162148,335,5,8,very_unsat,very_high,no,3.71,STAY
zero,80054,238,80,680252,362,21,1,very_unsat,little,actively_looking_into_it,6.47,STAY
zero,54270,0,0,587035,267,1,8,sat,little,perhaps,3.38,STAY
zero,93722,0,8,206550,329,1,6,very_unsat,high,never_thought,5.84,STAY
zero,87091,49,5,497182,367,3,5,unsat,very_little,actively_looking_into_it,1.81,LEAVE
one,100215,183,64,472088,724,10,2,very_unsat,little,no,5.67,LEAVE
one,114352,78,34,174991,682,5,1,very_sat,little,considering,5.39,LEAVE
one,65136,62,9,330901,308,4,4,unsat,little,actively_looking_into_it,3.64,LEAVE
one,39456,235,49,408095,150,10,2,sat,little,considering,5.44,LEAVE
zero,22269,43,0,460426,248,5,11,avg,little,actively_looking_into_it,3.68,STAY
one,37118,0,12,288645,154,1,6,sat,high,considering,2.53,LEAVE
zero,134793,82,63,397822,814,22,1,very_unsat,little,considering,4.82,LEAVE
one,129810,212,22,394253,516,0,4,unsat,little,no,3.24,LEAVE
zero,24571,127,10,898647,186,11,12,unsat,very_high,actively_looking_into_it,8,STAY
one,23622,194,0,203111,222,14,1,unsat,very_high,considering,4.26,LEAVE
one,50905,0,0,162900,330,1,14,very_unsat,little,no,3.97,LEAVE
zero,110204,200,14,176474,719,12,5,very_sat,very_high,no,3.28,LEAVE
one,34025,173,44,762220,187,10,2,very_unsat,very_high,actively_looking_into_it,4.82,LEAVE
one,38324,218,16,420536,156,29,4,unsat,little,considering,3.24,LEAVE
zero,53380,169,6,457906,518,21,9,very_sat,very_high,no,0.9,LEAVE
zero,143287,231,6,292355,446,15,4,sat,very_little,perhaps,3.81,LEAVE
one,37338,238,7,231549,207,12,4,very_unsat,little,considering,1.44,STAY
zero,81371,0,8,905053,397,0,5,very_unsat,very_high,considering,5.51,LEAVE
zero,41380,192,0,715145,388,22,12,unsat,very_high,considering,4.25,LEAVE
one,45386,0,19,257290,187,1,5,very_unsat,little,considering,3.6,LEAVE
one,41453,70,0,288359,182,5,9,very_sat,very_high,considering,2.66,LEAVE
one,154798,0,45,181803,471,0,2,very_unsat,little,considering,5.34,LEAVE
one,97030,69,0,278943,310,3,13,very_unsat,very_high,actively_looking_into_it,3.6,LEAVE
zero,72895,201,0,773896,131,19,13,very_unsat,very_little,considering,5.68,LEAVE
one,152900,163,66,360610,759,15,1,unsat,very_little,actively_looking_into_it,3.53,LEAVE
zero,46645,192,17,445101,159,17,1,unsat,very_high,considering,2.39,LEAVE
zero,28399,74,38,230573,135,3,2,very_unsat,little,actively_looking_into_it,7.32,LEAVE
zero,58083,172,0,255180,327,28,14,very_unsat,little,actively_looking_into_it,3.72,STAY
zero,59373,236,77,456770,296,13,2,very_sat,high,considering,3.92,LEAVE
zero,157102,35,12,459434,542,3,6,very_sat,little,considering,3.21,LEAVE
one,87881,66,0,293497,255,4,14,very_unsat,very_high,considering,2.07,LEAVE
zero,123206,50,0,183649,661,5,8,very_unsat,high,no,4.23,LEAVE
zero,50607,0,68,985996,354,0,6,very_unsat,very_high,actively_looking_into_it,4.77,STAY
zero,112984,0,6,403631,582,1,13,avg,little,considering,1.95,LEAVE
zero,108896,246,89,715810,898,23,10,very_unsat,little,no,2.71,STAY
zero,50553,210,14,154632,287,16,6,very_unsat,very_high,considering,2.39,LEAVE
one,45292,228,6,942623,185,28,4,avg,very_high,actively_looking_into_it,4.85,STAY
one,82579,0,8,155058,360,1,5,sat,very_high,considering,2.97,LEAVE
one,54657,64,28,233346,373,3,1,very_unsat,very_little,considering,5.89,LEAVE
one,122503,0,5,409990,795,1,5,unsat,very_high,considering,5.24,STAY
one,37408,39,81,190208,202,13,2,very_sat,very_high,considering,5.63,STAY
zero,101613,152,86,700833,696,26,2,very_unsat,very_high,actively_looking_into_it,4.04,LEAVE
one,142446,191,0,727984,817,12,8,avg,very_high,considering,2.04,LEAVE
zero,27902,0,0,678151,245,1,4,very_unsat,very_little,never_thought,7.3,STAY
one,139468,0,88,781979,654,0,2,very_unsat,very_high,considering,4.75,LEAVE
zero,24020,66,85,812083,456,4,1,very_unsat,little,considering,6.84,STAY
one,157949,0,68,717191,593,0,1,very_unsat,very_little,considering,6.41,LEAVE
one,63876,42,21,877917,381,5,6,very_sat,high,considering,5.16,STAY
zero,120642,0,51,799753,457,1,1,avg,little,perhaps,5.64,STAY
zero,108818,0,9,759213,686,3,6,very_unsat,very_high,actively_looking_into_it,3.5,STAY
one,34508,171,18,244348,161,17,5,very_unsat,little,actively_looking_into_it,4.62,LEAVE
zero,102159,0,68,291640,865,0,1,unsat,very_little,considering,6.74,LEAVE
one,117259,0,16,245249,476,0,5,very_sat,very_high,never_thought,4.71,LEAVE
zero,47770,152,59,207216,180,19,2,very_sat,very_high,considering,1.29,LEAVE
one,59592,57,44,567730,393,3,2,unsat,very_high,considering,7.6,LEAVE
zero,92001,0,23,770408,358,0,4,sat,high,actively_looking_into_it,5.99,STAY
one,119464,0,60,217822,571,0,2,unsat,very_little,actively_looking_into_it,7.57,LEAVE
one,30594,54,23,696670,168,4,4,very_unsat,avg,considering,6.72,LEAVE
zero,141220,67,0,717032,414,5,9,very_sat,little,considering,4.48,LEAVE
one,91744,0,32,162701,260,1,2,very_sat,little,considering,6.85,STAY
zero,114757,0,85,501835,654,1,1,avg,little,considering,7.88,STAY
one,124011,179,61,326630,810,23,1,very_unsat,high,no,4.12,LEAVE
zero,44689,88,67,829254,234,3,1,sat,little,considering,7.82,STAY
one,47643,0,0,647966,189,1,13,very_unsat,very_little,considering,6.55,STAY
zero,90433,67,49,262255,287,3,2,very_unsat,very_little,considering,7.36,LEAVE
